Aishe Code,University Name,State,District,Web Url,University Type,Year Of Establishment,Location,Address
U-1257,Coep Technological University,Maharashtra,Pune,www.coep.org.in,State Public University,1854,Urban,"COEP Technological University, Wellesley Rd, Shivajinagar, Pune, Maharashtra 411005"
U-1051,All India Institute Of Medical Sciences Nagpur,Maharashtra,Nagpur,aiimsnagpur.edu.in,Institute of National Importance,2018,Rural,"PLOT NO-2 SECTOR-20 MIHAN NAGPUR, NAGPUR"
U-1228,"Nicmar University, Pune",Maharashtra,Pune,https://www.nicmar.ac.in/pune/campus,State Private University,2022,Urban,"NICMAR University, Post Office, 25/1, NICMAR University, N.I.A, Balewadi Rd, Ram Nagar, Baner, Pune, Maharashtra 411045"
U-1181,Flame University,Maharashtra,Pune,https://www.flame.edu.in/,State Private University,2015,Rural,"FLAME University, Vadzai, Lavale, Mulshi, Pune"
U-1173,D Y Patil Agriculture And Technical University,Maharashtra,Kolhapur,www.dyp-atu.org,State Private University,2020,Rural,"D. Y. Patil Educational City, Wathar-Warananagar Road, Talsande, Talsande"
U-0938,Dr. Vishwanath Karad Mit World Peace University,Maharashtra,Pune,www.mitwpu.edu.in,State Private University,2017,Urban,"Survey No.124, Paud Road, Kothrud, Pune"
U-1258,Karmaveer Bhaurao Patil University,Maharashtra,Satara,https://www.unikbp.ac.in/,State Public University,2021,Rural,"Karmaveer Bhaurao Patil University, Satara, M2M6+X7F, Powai Naka, Satara, Maharashtra 415001"
U-1151,Hyderabad (Sind) National Collegiate University,Maharashtra,Mumbai,www.hsncu.edu.in,State Public University,2019,Urban,"HSNC University, Mumbai, D. M. Harish Building, 47, Dr. R. G. Thadani Marg, Worli, Mumbai"
U-1145,Atlas Skilltech University,Maharashtra,Mumbai,https://atlasuniversity.edu.in/,State Private University,2021,Urban,"Tower-1 Equinox Business Park, , Ambedkar Nagar, LBS Marg, Kurla West, ATLAS SkillTech University"
U-1289,Khongnangthaba University,Manipur,Imphal East,https://www.khongnangthabauniversity.org/,State Private University,2018,Rural,"Khongnangthaba University, Sajor Leikai, Chaithabi Leirak Rd, Khurai Salanthong Chaithabi Leirak, Imphal, Manipur 795010"
U-0881,Manipur Technical University,Manipur,Imphal West,mtu.ac.in,State Public University,2016,Rural,"Takyelpat, Govt. Polytechnic Campus (Satellite Campus), Imphal-West 795004, Manipur, Imphal- West"
U-1235,Asian International University,Manipur,Imphal West,www.aiu.edu.in,State Private University,2021,Urban,"Asian International University, Ghari Awang Leikai, Imphal, Ghari, Manipur 795140"
U-1083,Bir Tikendrajit University,Manipur,Thoubal,www.birtikendrajituniversity.ac.in,State Private University,2020,Rural,"Canchipur, South View, Imphal West, Manipur, Pincode-795003, Canchipur, South View, Imphal West, Manipur, Pincode-795003, Canchipur"
U-1058,Dhanamanjuri University,Manipur,Imphal West,dmu.ac.in,State Public University,2018,Urban,"Dhanamanjuri University(DMU), RWCR+FHF, Dewlahland, Imphal, Manipur 795001"
U-0613,National Institute Of Technology Manipur,Manipur,Imphal West,www.nitmanipur.ac.in,Institute of National Importance,2010,Urban,"Langol, Near Shija Hospital, Imphal"
U-1026,National Sports University,Manipur,Imphal West,www.nsu.ac.in,Central University,2018,Urban,"II Floor, Manipur Olympic Association (Olympic Bhavan), Khuman Lampak (Temporary Campus), Imphal"
U-0770,"Indian Institute Of Information Technology, Senapati",Manipur,Senapati,www.iiitmanipur.ac.in,Institute of National Importance,2014,Rural,"IIIT Senapati, Manipur, City Campus, , Mantripukhri, Heingang, Imphal East, Manipur, India., Imphal"
U-0336,"Central Agricultural University, Imphal",Manipur,Imphal West,www.cau.ac.in,Central University,1993,Urban,"Imphal, Imphal"
U-0985,Manipur University Of Culture,Manipur,Imphal East,www.muc.ac.in,State Public University,2015,Urban,"Palace Compound Imphal, Near Bheigyachandra Open Air Theatre (BOAT), Imphal"
U-0337,"Manipur University, Imphal",Manipur,Imphal West,www.manipuruniv.ac.in,Central University,1980,Rural,"Canchipur, Imphal, Pin-795003, Imphal"
U-1217,Manipur International University,Manipur,Imphal West,miu.edu.in,State Private University,2018,Rural,"Airport Road, Ghari, Imphal, , GHARI Awang Leikai"
U-1279,Odia University,Odisha,Puri,https://odiauniversity.ac.in/en,State Public University,2017,-,"ଓଡ଼ିଆ ବିଶ୍ୱବିଦ୍ୟାଳୟ, ସତ୍ୟବାଦୀ (Odia University, Satyabadi), Kanjia, Fulaalasa, Odisha 752014"
U-0619,National Institute Of Technology Meghalaya,Meghalaya,East Khasi Hills,www.nitm.ac.in,Institute of National Importance,2010,Rural,"Bijni Complex, Laitumkhrah, Shillong"
U-1138,North East Adventist University,Meghalaya,West Jaintia Hills,www.neauniversity.in,State Private University,2020,Rural,"Khliehtyrshi, Thadlaskein, Jowai"
U-0343,"Institute Of Chartered Financial Analysts Of India University, Meghalaya",Meghalaya,West Garo Hills,www.iumeghalaya.edu.in,State Private University,2005,Urban,"Danakgre, PO Araimile, Tura , West Garo Hills, Meghalaya., Phawa Ville, Dhanketi, Shillong 793001, East Khasi Hills, Meghalaya, Tura"
U-0339,"Mahatma Gandhi University, Tura, West Garo Hills",Meghalaya,Ri Bhoi,www.mgu.edu.in,State Private University,2010,Rural,"13th Mile , G.S Road, Khanapara Ri Bhoi, Megfhalaya, 13th Mile Byrnihat Near Reliance Jio Petrol Pump, Byrnihat"
U-0340,"Martin Luther Christian University, Shillong",Meghalaya,East Khasi Hills,www.mlcuniv.in,State Private University,2005,Urban,"Block I, Dongktieh, Nongrah, Shillong"
U-0639,University Of Science And Technology,Meghalaya,Ri Bhoi,www.ustm.ac.in,State Private University,2011,Rural,"Kling Road, Baridua, 9th Mile, Techno City"
U-0628,"William Carey University, Shillong",Meghalaya,East Khasi Hills,www.williamcareyuniversity.ac.in,State Private University,2005,Urban,"Nongmensong, Umkdait, Near Border Roads Organisation, Shillong"
U-0341,"North Eastern Hill University, Shillong",Meghalaya,East Khasi Hills,www.nehu.ac.in,Central University,1973,Urban,"Umshing Mawkynroh, Shillong"
U-0942,Cmj University,Meghalaya,Ri Bhoi,www.cmjumeghalaya.edu.in,State Private University,2009,Rural,"GS ROAD , JORABAT, JORABAT"
U-0605,"Maharashtra Institute Of Technology University, Of Meghalaya",Meghalaya,East Khasi Hills,https://mituniversityindia.edu.in/,State Private University,2011,Urban,"Nongshilliang, Nongthymmai, , Shillong -14, EKHD, Meghalaya | India, Shillong"
U-1011,"Indian Institute Of Management, Shillong",Meghalaya,East Khasi Hills,www.iimshillong.ac.in,Institute of National Importance,2007,Rural,"Umsawli, Shillong-793018, Shillong"
U-0617,National Institute Of Technology Mizoram,Mizoram,Aizawl,www.nitmz.ac.in,Institute of National Importance,2010,Urban,"Chaltlang, Dawrkawn, Aizawl"
U-0346,"The Institute Of Chartered Financial Analysts Of India University, Aizawl",Mizoram,Aizawl,www.iumizoram.edu.in,State Private University,2006,Urban,"ICFAI University Mizoram, Durtlang North, Aizawl"
U-0345,"Mizoram University, Aizwal",Mizoram,Aizawl,www.mzu.edu.in,Central University,2001,Rural,"Aizawl, Aizawl"
U-0884,"St. Joseph University, Dimapur",Nagaland,Dimapur,www.stjosephuniv.edu.in,State Private University,2016,Rural,"Virgin Town, Ikishe Model Village"
U-0618,National Institute Of Technology Nagaland,Nagaland,Dimapur,www.nitnagaland.ac.in,Institute of National Importance,2009,Rural,"Chumukedima, 0, Dimapur"
U-0349,"The Institute Of Chartered Financial Analysts Of India University, Dimapur",Nagaland,Dimapur,www.iunagaland.edu.in,State Private University,2007,Rural,"6th Mile, Sovima, Chumoukedima, Nagaland - 797113, Sovima Village"
U-0348,"The Global Open University Nagaland, Dimapur",Nagaland,Dimapur,www.nagaland.net.in,State Private University,2006,Rural,"Headquarters ChÃ¼moukedima,, Sodzulhou, 7th Mile Village, PO ARTC, ChÃ¼moukedima"
U-0347,Nagaland University,Nagaland,Zunheboto,www.nagalanduniversity.ac.in,Central University,1994,Rural,"HQRS: Lumami, P.O- Lumami, Lumami"
U-1195,North East Christian University,Nagaland,Dimapur,www.necu.ac.in,State Private University,2013,Urban,"North East Christian University, Anchor Complex, Burma Camp East Block, Post Box-109, Burma Camp"
U-0356,"Kalinga Institute Of Industrial Technology, Bhubaneswar",Odisha,Khordha,www.kiit.ac.in,Deemed University-Private,1997,Urban,"AT/PO- KIIT, BHUBANESWAR"
U-0715,"Xim University, Bhubaneswar",Odisha,Puri,www.xim.edu.in,State Private University,1987,Urban,"Plot No:12(A) Nijigada Kurki, Harirajpur"
U-0688,"All India Institute Of Medical Sciences, Bhubaneswar",Odisha,Khordha,www.aiimsbhubaneswar.edu.in,Institute of National Importance,2012,Urban,"village: Sijua, Patrapada, Post: Dumduma, Bhubaneswar"
U-1062,Aiph University,Odisha,Khordha,www.aiph.ac.in,State Private University,2008,Urban,"Plot No. 2934, Nageswar Tangi, Lewis Road, Bhubaneswar"
U-0353,Centurion University Of Technology And Management,Odisha,Gajapati,www.cutm.ac.in,State Private University,2010,Rural,"At/Po : R. Sitapur, Via: Uppalada, R. Sitapur Village"
U-0352,"Central University Of Orissa, Koraput",Odisha,Koraput,www.cuo.ac.in,Central University,2009,Rural,"Sunabeda, NAD Post Office, Sunabeda"
U-0649,Sri Sri University,Odisha,Cuttack,www.srisriuniversity.edu.in,State Private University,2009,Rural,"SRI SRI VIHAR, WARD NO 3 , GODI SAHI CUTTACK"
U-0351,"Biju Patnaik University Of Technology, Rourkela",Odisha,Sundargarh,www.bput.ac.in,State Public University,2002,Urban,"Chhend, Rourkela"
U-1280,Vikram Dev University,Odisha,Koraput,https://www.vikramdevuniversity.ac.in/,State Public University,1947,Urban,"Vikram Dev University, VH9C+7QV, NH26, Santoshi Maa Nagar, Jeypore, Odisha 764001"
U-1299,Odisha University Of Health Sciences,Odisha,Khordha,https://www.ouhs.ac.in/,State Public University,2023,-,"Odisha University of Health Sciences, 7R4J+CQ3, Sishu Bhawan Sq, Unit 1, Bapuji Nagar, Bhubaneswar, Odisha 751009"
U-0350,"Berhampur University, Berhampur",Odisha,Ganjam,www.buodisha.edu.in,State Public University,1967,Rural,"Bhanja Bihar, Bhanja Bihar, Berhampur - 760007"
U-1338,Silicon University,Odisha,Khordha,https://silicon.ac.in/,State Private University,2001,-,"Silicon University, Silicon Hills, near DLF cybercity, Patia, Bhubaneswar, Odisha 751024"
U-0828,"Indian Institute Of Science Education & Research (Iiser), Berhampur",Odisha,Ganjam,www.iiserbpr.ac.in,Institute of National Importance,2016,Urban,"Vigyanpuri, At/Po: -Laudigam, , Police Station -Golanthara, , Konsi"
U-1002,Indian Institute Of Management Sambalpur,Odisha,Sambalpur,www.iimsambalpur.ac.in,Institute of National Importance,2015,Rural,"C/o Sambalpur University Campus, Jyoti Vihar, Burla"
U-1298,Driems University,Odisha,Cuttack,https://www.driems.ac.in/,State Private University,1999,-,"DRIEMS University, Tangi, Cuttack, Odisha 754022"
U-1155,Kalahandi University,Odisha,Kalahandi,https://kalahandiuniversity.ac.in,State Public University,1960,Urban,"BHAWANIPATNA, , BHAWANIPATNA"
U-0838,"Rama Devi Women's University, Bhubaneswar",Odisha,Khordha,www.rdwu.ac.in,State Public University,2015,Urban,"BHOI NAGAR, UNIT-9, BHUBANESWAR"
U-1296,Veer Surendra Sai Institute Of Medical Sciences And Research,Odisha,Sambalpur,vimsar.ac.in,State Public University,1959,Urban,"Veer Surendra Sai Institute of Medical Sciences And Research (VIMSAR), Pg chowk, Burla, Odisha 768017"
U-1190,Rajasthan Ayurvedic Nursing Council,Rajasthan,Jaipur,,Institute under State Legislature Act,2012,Urban,"AYUSH BHAWAN, ROOM NO 314-15, , SECTOR-26, PRATAP NAGAR, SANGANER"
U-1239,Odisha University Of Technology And Research,Odisha,Khordha,www.outr.ac.in,State Public University,1981,Urban,"Odisha University of Technology a nd Research, Kalinga Nagar, Ghatikia, Bhubaneswar, Odisha 751003"
U-0367,"Veer Surendra Sai University Of Technology, Sambalpur",Odisha,Sambalpur,www.vssut.ac.in,State Public University,1956,Urban,"Siddhi Vihar, P.o.- ENGINEERING COLLEGE, Burla, SAMBALPUR"
U-0366,"Utkal University, Bhubaneswar",Odisha,Khordha,www.utkal-university.org,State Public University,1943,Urban,"Administrative Block, Utkal University Campus, Bhubaneswar"
U-0365,"Utkal University Of Culture, Bhubaneswar",Odisha,Khordha,www.uuc.ac.in,State Public University,1999,Urban,"Sanskruti Vihar, Madanpur, Bhubaneswar"
U-0364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",Odisha,Puri,www.sjsv.nic.in,State Public University,1981,Urban,"Shri Jagannath Sanskrit Vishvavidyalaya, Shri Vihar, Puri (M)"
U-0363,Siksha 'O' Anusandhan,Odisha,Khordha,www.soa.ac.in,Deemed University-Private,1996,Urban,"J-15, Khandagiri Square, Bhubaneswar"
U-0362,"Sambalpur University, Sambalpur",Odisha,Sambalpur,www.suniv.ac.in,State Public University,1967,Urban,"JyotiVihar, Burla, Sambalpur, Sambalpur"
U-0852,Gangadhar Meher University,Odisha,Sambalpur,www.gmuniversity.ac.in,State Public University,2015,Urban,"G.M. University, Amruta Vihar, Sambalpur-768004, Odisha, PO- Budharaja, Near Fatak, Sambalpur"
U-0361,"Ravenshaw University, Cuttak",Odisha,Cuttack,www.ravenshawunivesity .ac.in,State Public University,1868,Urban,"Ravenshaw University, College Square - 753003, Cuttack"
U-0360,"Orissa University Of Agriculture & Technology, Bhubaneswar",Odisha,Khordha,http://ouat.ac.in,State Public University,1962,Urban,"At- Siripur P.O.-Suryanagar, Pin-751003, Bhubaneswar"
U-0359,Maharaja Sriram Chandra Bhanja Deo University,Odisha,Mayurbhanj,www.nou.nic.in,State Public University,1998,Urban,"Maharaja Sriram Chandra Bhanja Deo University, Sriram Chandra Vihar, Takatpur, Baripada,, Mayurbhanj, 757003, Odisha, India, Baripada"
U-1110,Asbm University,Odisha,Khordha,www.asbm.ac.in,State Private University,2019,Rural,"SHIKSHA VIHAR, BHOLA, CHANDAKA, BHUBANESWAR"
U-0358,"National Law University, Cuttuck",Odisha,Cuttack,www.nluo.ac.in,State Public University,2008,Urban,"Kathajodi Campus, On Kathajodi Ring Road, CDA, Sector-13, Cuttack"
U-0357,"National Institute Of Technology, Rourkela",Odisha,Sundargarh,www.nitrkl.ac.in,Institute of National Importance,1961,Urban,"National Institute of Technology, Rourkela NIT Campus Sec-1, Odisha, Rourkela"
U-1184,Madhusudan Law University,Odisha,Cuttack,www.mlu.ac.in,State Public University,2021,Urban,"AT- STATION BAZAR, , CUTTACK"
U-1032,International Institute Of Information Technology Bhubaneshwar,Odisha,Khordha,www.iiit-bh.ac.in,State Public University,2007,Urban,"GOTHAPATNA, MALIPADA, BHUBANESWAR"
U-0355,"Indian Institute Of Technology, Bhubaneshwar",Odisha,Khordha,www.iitbbs.ac.in,Institute of National Importance,2008,Urban,"Argul, Khordha, Bhubaneswar"
U-1071,Gandhi Institute Of Engineering And Technology University,Odisha,Rayagada,www.giet.edu,State Private University,1997,Rural,"GIET University, At: Gobriguda, Po: Kharling, Taluk: Gunupur, Gunupur"
U-1176,Rajendra University,Odisha,Balangir,www.rajendrauniversity.ac.in,State Public University,2020,Urban,"Rajendra University, Prajna Vihar, Balangir"
U-0354,"Fakir Mohan University, Balasore",Odisha,Baleshwar,https://fmuniversity.nic.in/,State Public University,1999,Rural,"VYASA VIHAR,NUAPADHI,BALASORE 756020"
U-1033,Kalinga Institute Of Social Sciences (Kiss) Deemed To Be University,Odisha,Khordha,https://university.kiss.ac.in,Deemed University-Private,2017,Urban,"KALINGA INSTITUTE OF SOCIAL SCIENCES (KISS) HIGHER EDUCATION CAMPUS, KISS CAMPUS-3, P.O.-KIIT, BHUBANESWAR"
U-1020,Birla Global University,Odisha,Khordha,www.bgu.ac.in,State Private University,2013,Urban,"IDCO Plot No:-2, Institutional Area, Gothapatna, Bhubaneswar"
U-0932,Odisha State Open University,Odisha,Sambalpur,www.osou.ac.in,State Open University,2015,Urban,"G.M. University Campus, Sambalpur, Sambalpur"
U-1080,"C.V. Raman Global University, Odisha",Odisha,Khordha,https://cgu-odisha.ac.in/,State Private University,1997,Rural,"BIDYANAGAR, MAHURA, JANLA"
U-1320,Khallikote Unitary University,Odisha,Ganjam,www.kuu.ac.in,State Public University,2021,Urban,"Khallikote Unitary University, Sundar Nagar, Brahmapur, Odisha 760001"
U-0370,Sri Balaji Vidyapeeth (Deemed To Be University),Puducherry,Pondicherry,sbvu.ac.in,Deemed University-Private,2001,Rural,"Pondicherry Cuddalore Main Road, Pillayarkuppam Pin 607402, Puducherry"
U-0369,"Pondicherry Univeristy, Puducherry",Puducherry,Pondicherry,www.pondiuni.edu.in,Central University,1985,Rural,"R. Venkataraman Nagar, Kalapet Pududcherry, Pondicherry"
U-0368,"Jawaharlal Institute Of Post Graduate Medical Education & Research, Puducherry",Puducherry,Pondicherry,www.jipmer.edu.in,Institute of National Importance,1823,Urban,"Dhanvantari Nagar, Puducherry"
U-1245,"Puducherry Technological University, Puducherry",Puducherry,Pondicherry,www.ptuniv.edu.in,State Public University,2020,Urban,"Puducherry Technological University, East Coast Road, Pillaichavadi, Puducherry, 605014"
U-0621,National Institute Of Technology Puducherry,Puducherry,Karaikal,www.nitpy.ac.in,Institute of National Importance,2010,Rural,"National Institute of Technology Puducherry, Thiruvettakudy, KARAIKAL, KARAIKAL-609609"
U-0789,Gna University,Punjab,Kapurthala,www.gnauniversity.edu.in,State Private University,2014,Rural,"VILLAGE SRI HARGOBINDGARH, PHAGWARA - HOSHIARPUR ROAD, PHAGWARA"
U-0913,Sri Guru Ram Das University Of Health Sciences,Punjab,Amritsar,www.sgrduhs.in,State Private University,2016,Rural,"Mehta Road, VPO Vallah, Amritsar"
U-0811,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Punjab,Bathinda,www.mrsptu.ac.in,State Public University,2015,Urban,"Maharaja Ranjit Singh Punjab Technical University, Bathinda (Pb)-151001, Dabwali road, Bathinda"
U-1133,Sardar Beant Singh State University Gurdaspur,Punjab,Gurdaspur,http://www.sbssugsp.ac.in/,State Public University,2021,Rural,"Gurdaspur-Pathankot Highway, G.T. Road, Village - Briar, Gurdaspur"
U-1170,Plaksha University,Punjab,S.A.S Nagar,www.plaksha.edu.in,State Private University,2021,Urban,"Plaksha University, Alpha, Sector 101, IT City Rd, Sahibzada Ajit Singh Nagar"
U-1186,Amity University,Punjab,S.A.S Nagar,www.amity.edu/mohali,State Private University,2021,Rural,"D4,block D Sector 82 Alpha, IT City,"
U-1186,Amity University,Punjab,S.A.S Nagar,www.amity.edu/mohali,State Private University,2021,Rural,"PLOT NO IIA-36, 37, 38, ACTION AREA-II,, KADAMPUKUR VILLAGE, NEW TOWN, KOLKATA"
U-0892,"Ct University, Ludhiana",Punjab,Ludhiana,www.ctuniversity.in,State Private University,2016,Rural,"VPO- SIDHWAN KHURD, CHOWKI MANN, TEHSIL- JAGRAON, VPO- SIDHWAN KHURD, CHOWKI MANN, TEHSIL- JAGRAON, LUDHIANA"
U-1114,"All India Institute Of Medical Science, Bathinda",Punjab,Bathinda,https://aiimsbathinda.edu.in,Institute of National Importance,2019,Rural,"All India Institute of Medical Sciences, Bathinda, Mandi Dabwali Rd, Bathinda, Punjab 151001"
U-1183,Jagat Guru Nanak Dev Punjab State Open University,Punjab,Patiala,www.psou.ac.in,State Open University,2019,Urban,"Jagat Guru Nanak Dev, Punjab State Open University (JGND PSOU), C/28 Lower Mall, Patiala"
U-0822,Rimt University,Punjab,Fatehgarh Sahib,rimt.ac.in,State Private University,2015,Urban,"Near Floating Restaurant Sirhind Side, Mandi Gobindgarh"
U-1100,The Maharaja Bhupinder Singh Punjab Sports University,Punjab,Patiala,mbspsu.ac.in,State Public University,2019,Urban,"The Maharaja Bhupinder Singh Punjab Sports University Patiala , Mohindra Kothi Near Phull Cinema, Patiala"
U-0653,Guru Kashi University,Punjab,Bathinda,www.gku.ac.in,State Private University,2011,Rural,"Guru Kashi University, Sardulgarh Road, Talwandi Sabo, Talwandi Sabo"
U-0747,Chandigarh University,Punjab,S.A.S Nagar,www.cuchd.in,State Private University,2012,Rural,"NH 95, Chandigarh - Ludhiana Highway, Gharuan, Mohali"
U-0384,"Sant Longowal Institute Of Engg. & Tech., Longowal",Punjab,Sangrur,www.sliet.ac.in,Deemed University-Government,1989,Rural,"SLIET Campus, Longowal, , Longowal"
U-0386,"Rajiv Gandhi National University Of Law, Punjab",Punjab,Patiala,www.rgnul.ac.in,State Public University,2006,Rural,"Sidhuwal Bhadson Road, Village Sidhuwal, Patiala"
U-0378,"Indian Institute Of Technology, Ropar",Punjab,Rupnagar,www.iitrpr.ac.in,Institute of National Importance,2008,Urban,"Indian Institute of Technology Ropar, Birla Seed Farms, Rupnagar, Punjab-140001, Rupnagar"
U-0769,Rayat Bahra University,Punjab,S.A.S Nagar,www.rayatbahrauniversity.edu.in,State Private University,2005,Rural,"VILL SAHAURAN, Village Sahauran Tehsil Kharar Distt. Mohali, Village Sahauran Tehsil Kharar Distt mohali"
